codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental,departamento_origen,establecimiento_norm,establecimiento_nota,direccion_norm,direccion_nota,telefonos_list,telefono_norm,codigo_flag_valido,distrito_flag_valido,departamento_norm,municipio_norm,id_establecimiento_canon,llave_canonica
12-26-0073-46,12-109,SAN MARCOS,SIPACAPA,CENTRO DE EDCACIÓN EXTRAESCOLAR-CEEX-,SIPACAPA,51602894,VIOLETA FLORIDALMA FUENTES QUIROA,ARMANDO LEONEL AMBROCIO CRÚZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,SAN MARCOS,SanMarcos,Centro de Edcación Extraescolar-ceex-,,SIPACAPA,,['+502 5160 2894'],+502 5160 2894,True,True,SAN MARCOS,SIPACAPA,CENTRO DE EDCACION EXTRAESCOLAR CEEX SIPACAPA SIPACAPA,-7524635890389153189
12-09-0165-46,12-109,SAN MARCOS,TAJUMULCO,CENTRO DE EDCACIÓN EXTRAESCOLAR-CEEX-,TAJUMULCO,41122936,VIOLETA FLORIDALMA FUENTES QUIROA,EMERSON MAUDIEL BARRERA MALDONADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,SAN MARCOS,SanMarcos,Centro de Edcación Extraescolar-ceex-,,TAJUMULCO,,['+502 4112 2936'],+502 4112 2936,True,True,SAN MARCOS,TAJUMULCO,CENTRO DE EDCACION EXTRAESCOLAR CEEX TAJUMULCO TAJUMULCO,6259496480092517834
01-08-0707-46,01-639,GUATEMALA,MIXCO,CENTRO DE EDUCACIÓN A DISTANCIA ESCOLARIS,"KM. 19.5 CARRETERA ROOSEVELT 7-55, LO DE COY ZONA 1",23271111,LUDVIN RICARDO URRUTIA LORENTI,WHENDOLYN BETSABE ESTRADA CANIZALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE,Guatemala,Centro de Educación a Distancia Escolaris,,"KM. 19.5 CARRETERA ROOSEVELT 7 - 55, LO DE COY ZONA 1",,['+502 2327 1111'],+502 2327 1111,True,True,GUATEMALA,MIXCO,CENTRO DE EDUCACION A DISTANCIA ESCOLARIS KM 19 5 CARRETERA ROOSEVELT 7 55 LO DE COY ZONA 1 MIXCO,2946109699298870744
19-01-0209-46,19-019,ZACAPA,ZACAPA,"CENTRO DE EDUCACIÓN A DISTANCIA ""ITZAMNÁ""","5TA CALLE 11-20, ZONA 1",58765309,HUGO WILFREDO VARGAS CHACON,AÍDA CONSUELO CHACÓN MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|DOBLE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,Zacapa,Centro de Educación a Distancia Itzamná,,"5TA CALLE 11 - 20, ZONA 1",,['+502 5876 5309'],+502 5876 5309,True,True,ZACAPA,ZACAPA,CENTRO DE EDUCACION A DISTANCIA ITZAMNA 5TA CALLE 11 20 ZONA 1 ZACAPA,5424507828358754597
00-01-0791-46,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACIÓN CONTINUADA PARA ADOLESCENTES CON DISCAPACIDAD AUDITIVA,2A. AVENIDA 8-53,22534953,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JANELVA ZUSELLY BARAHONA DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE,CiudadCapital,Centro de Educación Continuada para Adolescentes con Discapacidad Auditiva,,2A. AVENIDA 8 - 53,,['+502 2253 4953'],+502 2253 4953,True,True,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION CONTINUADA PARA ADOLESCENTES CON DISCAPACIDAD AUDITIVA 2A AVENIDA 8 53 ZONA 1,735362076370084812
00-13-8402-46,01-501,CIUDAD CAPITAL,ZONA 13,CENTRO DE EDUCACION CREATIVA TOSCANA,15 AVENIDA 19-52,23326867,JULIO JACOBO GIL URBINA,VIVIAN GERTRUDIS MEJÍA MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Centro de Educacion Creativa Toscana,,15 AVENIDA 19 - 52,,['+502 2332 6867'],+502 2332 6867,True,True,CIUDAD CAPITAL,ZONA 13,CENTRO DE EDUCACION CREATIVA TOSCANA 15 AVENIDA 19 52 ZONA 13,6256338408248022428
00-14-0017-46,01-501,CIUDAD CAPITAL,ZONA 14,CENTRO DE EDUCACIÓN CREATIVA TOSCANA,2 AVENIDA 12-05 ZONA 14 GUATEMALA,43441119,JULIO JACOBO GIL URBINA,VIVIAN GERTRUDIS MEJÍA MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Centro de Educación Creativa Toscana,,2 AVENIDA 12 - 05 ZONA 14 GUATEMALA,,['+502 4344 1119'],+502 4344 1119,True,True,CIUDAD CAPITAL,ZONA 14,CENTRO DE EDUCACION CREATIVA TOSCANA 2 AVENIDA 12 05 ZONA 14 GUATEMALA ZONA 14,-7279622689032486528
05-03-0041-46,05-023,ESCUINTLA,LA DEMOCRACIA,CENTRO DE EDUCACIÓN DE ADULTOS BUGANVILIA,FINCA BUGANVILIA DEL INGENIO MAGDALENA.,42106990,ENMA ELIZABRTH GONZÁLEZ FAJARDO DE QUIÑONEZ.,MAGDA MIREA SILVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,Escuintla,Centro de Educación de Adultos Buganvilia,,FINCA BUGANVILIA DEL INGENIO MAGDALENA.,,['+502 4210 6990'],+502 4210 6990,True,True,ESCUINTLA,LA DEMOCRACIA,CENTRO DE EDUCACION DE ADULTOS BUGANVILIA FINCA BUGANVILIA DEL INGENIO MAGDALENA LA DEMOCRACIA,3729373633426358089
03-12-0106-46,03-007,SACATEPEQUEZ,CIUDAD VIEJA,CENTRO DE EDUCACION DE NIVEL MEDIO NUESTRO FUTURO,4A. AVENIDA 8-11 ZONA 3,78315257,MARLIS BERZABE REYES REYES,DELIA ALEJANDRA GÁMEZ MENCOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,Sacatepequez,Centro de Educacion de Nivel Medio Nuestro Futuro,,4A. AVENIDA 8 - 11 ZONA 3,,['+502 7831 5257'],+502 7831 5257,True,True,SACATEPEQUEZ,CIUDAD VIEJA,CENTRO DE EDUCACION DE NIVEL MEDIO NUESTRO FUTURO 4A AVENIDA 8 11 ZONA 3 CIUDAD VIEJA,4818605522275086445
03-04-0089-46,03-016,SACATEPEQUEZ,SUMPANGO,CENTRO DE EDUCACION EXTRA ESCOLAR -CEEX,1RA. CALLE 0-22 ZONA 3,79576060,OSCAR OSWALDO SON CAMEZ,PAMELA ALEJANDRA HERNANDEZ MONTERROSO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,Sacatepequez,Centro de Educacion Extra Escolar -ceex,,1RA. CALLE 0 - 22 ZONA 3,,['+502 7957 6060'],+502 7957 6060,True,True,SACATEPEQUEZ,SUMPANGO,CENTRO DE EDUCACION EXTRA ESCOLAR CEEX 1RA CALLE 0 22 ZONA 3 SUMPANGO,7523555424158420110
12-07-0230-46,12-109,SAN MARCOS,TACANA,"CENTRO DE EDUCACIÓN EXTRA ESCOLAR CEEX ""JARDIN DE FATIMA""",ALDEA TOJCHECHE,52058261,VIOLETA FLORIDALMA FUENTES QUIROA,GERARDO PÉREZ MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Centro de Educación Extra Escolar Ceex Jardin de Fatima,,ALDEA TOJCHECHE,,['+502 5205 8261'],+502 5205 8261,True,True,SAN MARCOS,TACANA,CENTRO DE EDUCACION EXTRA ESCOLAR CEEX JARDIN DE FATIMA ALDEA TOJCHECHE TACANA,-750827514871744291
00-07-0205-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACIÓN EXTRAESCOLAR ASOCIACIÓN CREAMOS,6A. AVENIDA 11-95 ZONA 7 COLONIA LANDÍVAR,54601270,LUDVIN RICARDO URRUTIA LORENTI,CARMEN ROSSANA BOCHE NORIEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,CiudadCapital,Centro de Educación Extraescolar Asociación Creamos,,6A. AVENIDA 11 - 95 ZONA 7 COLONIA LANDÍVAR,,['+502 5460 1270'],+502 5460 1270,True,True,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACION EXTRAESCOLAR ASOCIACION CREAMOS 6A AVENIDA 11 95 ZONA 7 COLONIA LANDIVAR ZONA 7,2738979182701428291
14-06-0066-46,14-037,QUICHE,SANTO TOMAS CHICHICASTENANGO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,10 CALLE 5-21 ZONA ÚNICA,48745790,ANGELINA LUX MENDOZA DE PUAC,JORGE ROBERTO XILOJ LEÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,Quiche,Centro de Educación Extraescolar -ceex-,,10 CALLE 5 - 21 ZONA ÚNICA,,['+502 4874 5790'],+502 4874 5790,True,True,QUICHE,SANTO TOMAS CHICHICASTENANGO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 10 CALLE 5 21 ZONA UNICA SANTO TOMAS CHICHICASTENANGO,-7295354622154692462
14-01-0257-46,14-037,QUICHE,SANTA CRUZ DEL QUICHE,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"10A. AVENIDA Y 3A, CALLE ZONA 3",44988120,ANGELINA LUX MENDOZA DE PUAC,KEVIN RONAL MEDRANO LAINES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,Quiche,Centro de Educación Extraescolar -ceex-,,"10A. AVENIDA Y 3A, CALLE ZONA 3",,['+502 4498 8120'],+502 4498 8120,True,True,QUICHE,SANTA CRUZ DEL QUICHE,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 10A AVENIDA Y 3A CALLE ZONA 3 SANTA CRUZ DEL QUICHE,6697017633530965771
00-02-0117-46,01-618,CIUDAD CAPITAL,ZONA 2,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX,12 AVENIDA 9-26 CIUDAD NUEVA,42739215,ROSA GEORGINA RIOS CASTILLO,SINDY LISETH ESCOBAR CATALÁN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,CiudadCapital,Centro de Educación Extraescolar - Ceex,,12 AVENIDA 9 - 26 CIUDAD NUEVA,,['+502 4273 9215'],+502 4273 9215,True,True,CIUDAD CAPITAL,ZONA 2,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 12 AVENIDA 9 26 CIUDAD NUEVA ZONA 2,8002194764920876282
00-01-0696-46,01-618,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,16 CALLE 03-71,54933399,ROSA GEORGINA RIOS CASTILLO,KARLO FERNANDO CASTILLO PEREZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Centro de Educacion Extraescolar -ceex-,,16 CALLE 03 - 71,,['+502 5493 3399'],+502 5493 3399,True,True,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 16 CALLE 03 71 ZONA 1,408359646421394778
13-01-0346-46,13-060,HUEHUETENANGO,HUEHUETENANGO,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,1RA. CALLE ZONA 8 HUEHUETENANGO,32134222,AROLDO HOSBERI SOSA LÓPEZ,IRENE ROCIO FABIAN AGUSTIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,INTERCALADO,HUEHUETENANGO,Huehuetenango,Centro de Educación Extraescolar Ceex,,1RA. CALLE ZONA 8 HUEHUETENANGO,,['+502 3213 4222'],+502 3213 4222,True,True,HUEHUETENANGO,HUEHUETENANGO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 1RA CALLE ZONA 8 HUEHUETENANGO HUEHUETENANGO,4194994965264816216
08-05-0149-46,08-025,TOTONICAPAN,MOMOSTENANGO,"""CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX""","2A. CALLE A 01-11 ZONA 2, BARRIO PATZITE CENTRO DE CAPACITACIÓN DE LA MUJER.",34574958,VÍCTOR JESÚS TZIC LACÁN,ELIDA ABAC VICENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,TOTONICAPÁN,Totonicapan,Centro de Educación Extraescolar-ceex,,"2A. CALLE A 01 - 11 ZONA 2, BARRIO PATZITE CENTRO DE CAPACITACIÓN DE LA MUJER.",,['+502 3457 4958'],+502 3457 4958,True,True,TOTONICAPAN,MOMOSTENANGO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 2A CALLE A 01 11 ZONA 2 BARRIO PATZITE CENTRO DE CAPACITACION DE LA MUJER MOMOSTENANGO,2122856447127588845
15-01-0172-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"2A. CALLE, ZONA 1",54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,BajaVerapaz,Centro de Educación Extraescolar -ceex-,,"2A. CALLE, ZONA 1",,['+502 5488 7718'],+502 5488 7718,True,True,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 2A CALLE ZONA 1 SALAMA,-1485695782001401400
16-09-0855-46,16-050,ALTA VERAPAZ,SAN PEDRO CARCHA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"6TA. CALLE 3ERA. AVENIDA, ZONA 2",46280307,MAXIMILIANO CHUB ICAL,SARA FLORIDALMA CÚ TIUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,AltaVerapaz,Centro de Educación Extraescolar -ceex-,,"6TA. CALLE 3ERA. AVENIDA, ZONA 2",,['+502 4628 0307'],+502 4628 0307,True,True,ALTA VERAPAZ,SAN PEDRO CARCHA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 6TA CALLE 3ERA AVENIDA ZONA 2 SAN PEDRO CARCHA,-217119162066977440
00-07-0141-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,7A. AVENIDA 6-32 COLONIA LANDIVAR ZONA 7,24721051,LUDVIN RICARDO URRUTIA LORENTI,ROXANA ARELY VILLATORO HIGUEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,CiudadCapital,Centro de Educación Extraescolar Ceex,,7A. AVENIDA 6 - 32 COLONIA LANDIVAR ZONA 7,,['+502 2472 1051'],+502 2472 1051,True,True,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 7A AVENIDA 6 32 COLONIA LANDIVAR ZONA 7 ZONA 7,8813966126463880977
12-01-0178-46,12-109,SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,8A. AVENIDA 9-00 ZONA 1,45169723,VIOLETA FLORIDALMA FUENTES QUIROA,RONY GUÉLMAN CARRETO AGUILAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Centro de Educación Extraescolar -ceex-,,8A. AVENIDA 9 - 00 ZONA 1,,['+502 4516 9723'],+502 4516 9723,True,True,SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACION EXTRAESCOLAR CEEX 8A AVENIDA 9 00 ZONA 1 SAN MARCOS,-6572466053187771939
13-12-0131-46,13-060,HUEHUETENANGO,LA DEMOCRACIA,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,ALDEA BUENOS AIRES,45033326,AROLDO HOSBERI SOSA LÓPEZ,CATHY YESENIA IMUL US,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO,Huehuetenango,Centro de Educación Extraescolar Ceex,,ALDEA BUENOS AIRES,,['+502 4503 3326'],+502 4503 3326,True,True,HUEHUETENANGO,LA DEMOCRACIA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX ALDEA BUENOS AIRES LA DEMOCRACIA,-8299939205662854414
19-06-0015-46,19-018,ZACAPA,USUMATLAN,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"ALDEA EL JUTE, USUMATLAN",42117240,MAYRA MARIVEL LOPEZ HERNANDEZ,LUZ DE MARÍA ALDANA MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,Zacapa,Centro de Educación Extraescolar -ceex-,,"ALDEA EL JUTE, USUMATLAN",,['+502 4211 7240'],+502 4211 7240,True,True,ZACAPA,USUMATLAN,CENTRO DE EDUCACION EXTRAESCOLAR CEEX ALDEA EL JUTE USUMATLAN USUMATLAN,4005216951458763781
19-01-0220-46,19-018,ZACAPA,ZACAPA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,ALDEA LOS JOCOTES,42531451,MAYRA MARIVEL LOPEZ HERNANDEZ,ALVARO ANIBAL POP LEM,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,Zacapa,Centro de Educación Extraescolar -ceex-,,ALDEA LOS JOCOTES,,['+502 4253 1451'],+502 4253 1451,True,True,ZACAPA,ZACAPA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX ALDEA LOS JOCOTES ZACAPA,8415650147296184131
12-27-0026-46,12-109,SAN MARCOS,ESQUIPULAS PALO GORDO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,ALDEA OJO DE AGUA,51300870,VIOLETA FLORIDALMA FUENTES QUIROA,WILSON USAÍ BONILLA BARRIOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Centro de Educación Extraescolar -ceex-,,ALDEA OJO DE AGUA,,['+502 5130 0870'],+502 5130 0870,True,True,SAN MARCOS,ESQUIPULAS PALO GORDO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX ALDEA OJO DE AGUA ESQUIPULAS PALO GORDO,-6277183620357830066
16-09-0877-46,16-050,ALTA VERAPAZ,SAN PEDRO CARCHA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,ALDEA SEJALAL,46538083,MAXIMILIANO CHUB ICAL,HECTOR MANUEL CAC CUCUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,SEMIPRESENCIAL,ALTA VERAPAZ,AltaVerapaz,Centro de Educación Extraescolar -ceex-,,ALDEA SEJALAL,,['+502 4653 8083'],+502 4653 8083,True,True,ALTA VERAPAZ,SAN PEDRO CARCHA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX ALDEA SEJALAL SAN PEDRO CARCHA,6544691380539853946
01-08-0607-46,01-639,GUATEMALA,MIXCO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- ASOCIACIÓN FUTURO PARA TODOS,"7MA AVENIDA D 7-58 SECTOR A, 10, ALDEA EL CAMPANERO, ZONA 8",55498458,LUDVIN RICARDO URRUTIA LORENTI,HEIDI BEATRIZ MORALES CHUPINA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE,Guatemala,Centro de Educación Extraescolar -ceex- Asociación Futuro para Todos,,"7MA AVENIDA D 7 - 58 SECTOR A, 10, ALDEA EL CAMPANERO, ZONA 8",,['+502 5549 8458'],+502 5549 8458,True,True,GUATEMALA,MIXCO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX ASOCIACION FUTURO PARA TODOS 7MA AVENIDA D 7 58 SECTOR A 10 ALDEA EL CAMPANERO ZONA 8 MIXCO,-7827945775637833711
15-07-0046-46,15-024,BAJA VERAPAZ,SAN JERONIMO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"BARRIO ABAJO, CALLE LA ASUNCIÓN",54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,BajaVerapaz,Centro de Educación Extraescolar -ceex-,,"BARRIO ABAJO, CALLE LA ASUNCIÓN",,['+502 5488 7718'],+502 5488 7718,True,True,BAJA VERAPAZ,SAN JERONIMO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO ABAJO CALLE LA ASUNCION SAN JERONIMO,7970492759764518691
16-01-0994-46,16-050,ALTA VERAPAZ,COBAN,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,BARRIO CHIVENCORRAL ZONA 12,49972934,MAXIMILIANO CHUB ICAL,HENRRY ALEXANDER DE LOS SANTOS MUTZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,AltaVerapaz,Centro de Educación Extraescolar -ceex-,,BARRIO CHIVENCORRAL ZONA 12,,['+502 4997 2934'],+502 4997 2934,True,True,ALTA VERAPAZ,COBAN,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO CHIVENCORRAL ZONA 12 COBAN,7474543340829679010
15-08-0214-46,15-024,BAJA VERAPAZ,PURULHA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,BARRIO EL CENTRO,54887718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,BajaVerapaz,Centro de Educación Extraescolar -ceex-,,BARRIO EL CENTRO,,['+502 5488 7718'],+502 5488 7718,True,True,BAJA VERAPAZ,PURULHA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO EL CENTRO PURULHA,-4407859287342942585
16-05-0057-46,16-010,ALTA VERAPAZ,TAMAHU,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"BARRIO EL CENTRO, TAMAHU",46262436,OLGA MARINA BUC,LESBIA PATRICIA SILVESTRE LÓPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,AltaVerapaz,Centro de Educación Extraescolar -ceex-,,"BARRIO EL CENTRO, TAMAHU",,['+502 4626 2436'],+502 4626 2436,True,True,ALTA VERAPAZ,TAMAHU,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO EL CENTRO TAMAHU TAMAHU,8053401939074971414
16-16-0140-46,16-050,ALTA VERAPAZ,LA TINTA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"BARRIO EL HOSPITAL, ZONA 1",30691286,MAXIMILIANO CHUB ICAL,HENRY NOÉ TZUL BOTZOC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,AltaVerapaz,Centro de Educación Extraescolar -ceex-,,"BARRIO EL HOSPITAL, ZONA 1",,['+502 3069 1286'],+502 3069 1286,True,True,ALTA VERAPAZ,LA TINTA,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO EL HOSPITAL ZONA 1 LA TINTA,1297694485371702344
16-07-0211-46,16-050,ALTA VERAPAZ,PANZOS,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"BARRIO LA ESCUELA, TELEMAN",32945952,MAXIMILIANO CHUB ICAL,AUGUSTO XOL XOL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,AltaVerapaz,Centro de Educación Extraescolar -ceex-,,"BARRIO LA ESCUELA, TELEMAN",,['+502 3294 5952'],+502 3294 5952,True,True,ALTA VERAPAZ,PANZOS,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO LA ESCUELA TELEMAN PANZOS,-3869768788637864409
14-12-0133-46,14-037,QUICHE,JOYABAJ,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,BARRIO LA LIBERTAD,57846833,ANGELINA LUX MENDOZA DE PUAC,KEVIN RONAL MEDRANO LAINES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,Quiche,Centro de Educación Extraescolar -ceex-,,BARRIO LA LIBERTAD,,['+502 5784 6833'],+502 5784 6833,True,True,QUICHE,JOYABAJ,CENTRO DE EDUCACION EXTRAESCOLAR CEEX BARRIO LA LIBERTAD JOYABAJ,-5396851326771882880
13-27-0079-46,13-060,HUEHUETENANGO,AGUACATAN,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,CABECERA MUNICIPAL AGUACATAN,41464223,AROLDO HOSBERI SOSA LÓPEZ,GUILLERMO WALDEMAR GARCÍA CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,INTERCALADO,HUEHUETENANGO,Huehuetenango,Centro de Educación Extraescolar Ceex,,CABECERA MUNICIPAL AGUACATAN,,['+502 4146 4223'],+502 4146 4223,True,True,HUEHUETENANGO,AGUACATAN,CENTRO DE EDUCACION EXTRAESCOLAR CEEX CABECERA MUNICIPAL AGUACATAN AGUACATAN,8905242661072577339
12-13-0074-46,12-109,SAN MARCOS,EL TUMBADOR,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CABECERA MUNICIPAL,47233289,VIOLETA FLORIDALMA FUENTES QUIROA,TAYRA MISHELL DE LEÓN FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Centro de Educación Extraescolar -ceex-,,CABECERA MUNICIPAL,,['+502 4723 3289'],+502 4723 3289,True,True,SAN MARCOS,EL TUMBADOR,CENTRO DE EDUCACION EXTRAESCOLAR CEEX CABECERA MUNICIPAL EL TUMBADOR,-3595387511748956743
